"Year","Month","TC_Aggregate_WPU30","Airfreight_NonScheduled","Airfreight_Scheduled","Trucking_LD_LTL","Trucking_LD_Truckload","Trucking_Local","Rail_Transportation","Inland_Water_Freight","Deep_Sea_Freight","Warehouse_Construction","Warehousing_Storage","Total_Inventories","PPI_All_Commodities","Total_Inventories_SA_original","Date"
2022,"01",148.536,134.684,178.868,222.856,198.275,173.654,216.054,212.74,367.044,207.766,127.634,2245111,246.453,2237909,2022-01-01
2022,"02",150.357,135.101,176.416,220.69,208.028,175.226,216.76,219.097,367.258,208.371,121.997,2286200,252.66,2270332,2022-02-01
2022,"03",157.839,146.087,176.424,239.535,211.126,188.753,218.284,221.923,356.471,209.095,121.133,2345495,260.014,2324248,2022-03-01
2022,"04",161.58,148.701,188.603,243.598,209.823,190.187,223.934,230.646,386.914,218.841,128,2359885,265.31,2345070,2022-04-01
2022,"05",164.731,151.097,182.035,251.869,210.733,192.282,228.323,239.32,437.537,218.62,120.381,2377001,273.251,2381882,2022-05-01
2022,"06",166.586,156.421,184.743,258.802,203.35,193.701,229.481,243.247,429.9,218.273,125.335,2403524,280.251,2419512,2022-06-01
2022,"07",166.354,156.205,184.914,248.576,204.018,196.94,232.218,245.613,444.804,230.56,128.802,2411027,272.274,2434317,2022-07-01
2022,"08",164.069,150.344,185.834,242.1,200.068,195.523,231.349,243.297,458.815,230.562,123.693,2426120,269.546,2453171,2022-08-01
2022,"09",163.358,149.111,185.422,242.93,197.526,195.778,231.597,241.488,468.156,231.276,132.229,2458736,267.898,2464403,2022-09-01
2022,"10",164.563,149.635,179.501,237.312,197.549,196.088,230.339,242.49,468.11,235.889,132.24,2496439,265.061,2468304,2022-10-01
2022,"11",163.611,150.371,176.659,242.376,195.947,196.34,232.179,244.746,461.904,236.6,131.801,2508819,263.157,2476536,2022-11-01
2022,"12",163.059,146.49,175.528,233.568,200.778,186.272,232.043,243.657,459.372,236.056,132.997,2455004,257.897,2483521,2022-12-01
2023,"01",163.764,148.419,179.408,240.539,187.156,185.642,234.463,245.267,433.237,235.951,136.678,2473968,260.227,2479646,2023-01-01
2023,"02",162.517,148.424,186.62,236.298,194.459,184.804,232.367,246.081,446.935,235.158,140.577,2472637,258.669,2471584,2023-02-01
2023,"03",162.101,144.835,179.074,233.331,202.307,176.984,231.944,246.206,403.374,234.736,140.125,2501708,257.062,2490045,2023-03-01
2023,"04",159.692,146.531,173.813,228.176,184.407,178.154,231.485,245.846,400.943,234.091,140.205,2552747,256.908,2543807,2023-04-01
2023,"05",158.532,145.137,170.859,231.51,192.615,172.124,229.385,269.372,434.42,235.044,137.117,2537648,253.67,2545835,2023-05-01
2023,"06",159.122,144.403,163.294,230.664,190.471,170.436,228.593,268.687,411.803,235.417,135.363,2524258,253.86,2541097,2023-06-01
2023,"07",159.459,145.777,166.124,230.773,178.666,171.156,228.442,268.56,436.784,233.698,137.375,2512724,253.835,2538072,2023-07-01
2023,"08",158.818,145.73,167.246,240.812,173.268,166.151,229.422,268.835,452.689,233.85,135.876,2523166,257.68,2548672,2023-08-01
2023,"09",158.438,148.651,169.812,242.879,182.025,170.43,230.969,272.586,432.525,233.824,138.54,2554003,258.934,2559208,2023-09-01
2023,"10",160.432,148.242,177.403,244.315,184.002,171.217,233.718,274.66,408.92,232.701,138.169,2581036,255.192,2550016,2023-10-01
2023,"11",159.509,151.514,178.266,240.901,187.206,169.445,234.578,274.815,396.223,232.52,137.626,2582638,252.856,2548858,2023-11-01
2023,"12",159.099,150.11,177.145,236.187,177.712,175.164,234.455,274.163,408.436,232.383,137.556,2525866,249.866,2556035,2023-12-01
2024,"01",159.814,145.213,169.259,242.245,178.925,175.51,236.926,273.473,420.196,232.854,138.181,2548274,251.306,2555003,2024-01-01
2024,"02",160.925,146.443,169.442,244.23,178.32,177.198,233.769,276.887,410.193,233.264,141.095,2571352,254.926,2567540,2024-02-01
2024,"03",161.808,147.7,165.366,245.484,172.822,178.643,233.432,278.082,398.465,233.363,142.526,2549915,255.095,2538978,2024-03-01
2024,"04",161.717,151.039,166.854,246.943,172.961,180.851,235.537,280.601,400.708,234.078,144.968,2556341,256.978,2545185,2024-04-01
2024,"05",160.522,147.99,165.018,244.791,181.575,179.802,235.927,281.451,414.552,234.061,143.976,2557484,255.313,2558452,2024-05-01
2024,"06",161.563,148.453,164.649,241.732,182.698,179.436,235.823,280.898,434.674,233.876,140.169,2555968,255.914,2567535,2024-06-01
2024,"07",162.565,146.904,167.297,247.454,190.065,180.861,237.16,284.265,439.668,234.124,140.948,2554519,257.321,2574923,2024-07-01
2024,"08",161.27,147.194,161.415,243.762,176.722,182.016,236.999,290.455,432.687,233.996,139.7,2560467,255.463,2581811,2024-08-01
2024,"09",160.284,148.674,163.818,243.046,172.163,179.902,237.67,288.245,414.282,233.922,139.675,2585238,252.682,2587145,2024-09-01
2024,"10",162.23,149.021,168.84,243.33,165.925,179.512,237.321,284.923,409.49,233.377,139.852,2623346,253.081,2586987,2024-10-01
2024,"11",161.221,146.789,170.597,243.394,160.349,179.451,237.085,286.941,396.571,233.18,141.809,2622190,253.211,2588177,2024-11-01
2024,"12",164.889,149.251,172.789,243.422,171.718,178.892,237.287,284.548,394.191,233.51,141.962,2554515,253.423,2584314,2024-12-01
