"run","Model","ic_series","dummies","dummies_active","dummies_dropped","ecdet","lag_rule","K","n_months","cv_valid","rank_10pct","rank_5pct","rank_1pct","eigen_rank_5pct","tests_agree_5pct","rank_used","vecm_status","alpha_mode","t_mode","p_mode","sig_mode","alpha_mode_lo","alpha_mode_hi","alpha_IC","t_IC","p_IC","sig_IC","alpha_IC_lo","alpha_IC_hi","beta_ic","beta_det","det_label","we_mode_LR","we_mode_p","we_IC_LR","we_IC_p","lb_mode_stat","lb_mode_p","lb_lag","lb_IC_stat","lb_IC_p","hl_mode","shock_term","shock_coef","shock_p","crisis_coef","crisis_p"
"A_common_censusIC","Truckload","Total_Inventories","za_step","crisis;pan_step","","trend","AIC",9,252,FALSE,1,1,1,1,TRUE,1,"estimated at r = 1",-0.0927282672350026,-4.32868477935764,2.31208151420988e-05,"***",-0.134955305523717,-0.0505012289462879,-0.0145040893820228,-1.88202633712382,0.061202479501475,"*",-0.0296955387137309,0.000687359949685232,0.637584473851978,-0.0030026745900318,"trend.l9",13.4257944005357,0.000248187895148577,2.65764063679462,0.103053492853986,3.47837367436766,0.991120872236221,12,6.73622457932388,0.874541349045041,7.12284274401047,"pan_step",0.026225911712021,0.000117543254743923,0.000923903370144698,0.821762233086549
"A_common_censusIC","Truckload","Total_Inventories","za_step","crisis;pan_step","","trend","SBC",2,252,FALSE,2,2,1,2,TRUE,NA,"r = 2: full rank",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Local","Total_Inventories","za_step","crisis;pan_step","","const","AIC",4,252,FALSE,1,1,1,1,TRUE,1,"estimated at r = 1",-0.00493716646810998,-0.451267622499245,0.652225593910022,"",-0.0264949003707887,0.0166205674345687,0.0193228433435182,3.84577149427906,0.000155962784149771,"***",0.00942257267799131,0.0292231140090451,-0.811283718670724,6.81637781516981,"constant",0.135385201228227,0.712912544692655,9.41589319549301,0.00215112753766367,29.5879699815389,0.00321984514714369,12,10.1136077719674,0.605994492251769,140.046863325378,"pan_step",-0.000111685456174274,0.959381895028391,0.0026804946570979,0.449580982740938
"A_common_censusIC","Local","Total_Inventories","za_step","crisis;pan_step","","const","SBC",4,252,FALSE,1,1,1,1,TRUE,1,"estimated at r = 1",-0.00493716646810998,-0.451267622499245,0.652225593910022,"",-0.0264949003707887,0.0166205674345687,0.0193228433435182,3.84577149427906,0.000155962784149771,"***",0.00942257267799131,0.0292231140090451,-0.811283718670724,6.81637781516981,"constant",0.135385201228227,0.712912544692655,9.41589319549301,0.00215112753766367,29.5879699815389,0.00321984514714369,12,10.1136077719674,0.605994492251769,140.046863325378,"pan_step",-0.000111685456174274,0.959381895028391,0.0026804946570979,0.449580982740938
"A_common_censusIC","Local","Total_Inventories","za_step","crisis;pan_step","","none","AIC",4,252,FALSE,0,0,0,0,TRUE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Local","Total_Inventories","za_step","crisis;pan_step","","none","SBC",4,252,FALSE,0,0,0,0,TRUE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Local","Total_Inventories","za_step","crisis;pan_step","","trend","AIC",4,252,FALSE,2,2,1,0,FALSE,NA,"r = 2: full rank",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Local","Total_Inventories","za_step","crisis;pan_step","","trend","SBC",4,252,FALSE,2,2,1,0,FALSE,NA,"r = 2: full rank",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Airfreight","Total_Inventories","za_step","crisis;pan_step","","const","AIC",5,252,FALSE,1,0,0,0,TRUE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Airfreight","Total_Inventories","za_step","crisis;pan_step","","const","SBC",3,252,FALSE,1,1,0,1,TRUE,1,"estimated at r = 1",0.0028835953182333,0.60782055008183,0.543903588263669,"",-0.0064637513378159,0.0122309419742825,0.00713989443708821,4.36284751151023,1.93572083400524e-05,"***",0.00391547764943553,0.0103643112247409,-1.66801207773505,19.2069317935788,"constant",0.308135231855995,0.578826742176205,15.1320455190492,0.000100247114787511,17.5008736209629,0.131707455503416,12,13.9741096034888,0.302364650313036,NA,"pan_step",-0.000762561052811577,0.81001628567342,0.00187608597039141,0.658002476564313
"A_common_censusIC","Airfreight","Total_Inventories","za_step","crisis;pan_step","","none","AIC",5,252,FALSE,0,0,0,0,TRUE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Airfreight","Total_Inventories","za_step","crisis;pan_step","","none","SBC",3,252,FALSE,0,0,0,0,TRUE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Airfreight","Total_Inventories","za_step","crisis;pan_step","","trend","AIC",5,252,FALSE,1,0,0,1,FALSE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","Airfreight","Total_Inventories","za_step","crisis;pan_step","","trend","SBC",3,252,FALSE,0,0,0,0,TRUE,NA,"r = 0: no cointegration",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","SeaFreight","Total_Inventories","za_step","crisis;pan_step","","const","AIC",6,252,FALSE,2,2,2,2,TRUE,NA,"r = 2: full rank",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","SeaFreight","Total_Inventories","za_step","crisis;pan_step","","const","SBC",2,252,FALSE,2,2,1,2,TRUE,NA,"r = 2: full rank",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","SeaFreight","Total_Inventories","za_step","crisis;pan_step","","none","AIC",6,252,FALSE,2,1,1,1,TRUE,1,"estimated at r = 1",-0.110470084163027,-4.00631930791228,8.42833962608495e-05,"***",-0.164811636678779,-0.0561285316472753,-0.0118354776348129,-1.57479324154327,0.116734606810403,"",-0.0266468453418444,0.00297589007221859,-0.554752324510585,NA,NA,10.6742525102975,0.0010863707890103,1.71800042383401,0.189950637901583,8.51035105811049,0.744085629241322,12,4.38557523433086,0.975431888682732,5.92119005423463,"pan_step",0.0239724856134637,0.00170702805191866,0.00662741137084623,0.220765884837124
"A_common_censusIC","SeaFreight","Total_Inventories","za_step","crisis;pan_step","","none","SBC",2,252,FALSE,2,2,0,0,FALSE,NA,"r = 2: full rank",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A_common_censusIC","SeaFreight","Total_Inventories","za_step","crisis;pan_step","","trend","AIC",6,252,FALSE,1,1,1,1,TRUE,1,"estimated at r = 1",-0.075337336144474,-4.56727751239742,8.2083822847248e-06,"***",-0.107845001204389,-0.0428296710845594,-0.0165030188775254,-3.72554046697732,0.000247504384611456,"***",-0.0252328738403616,-0.0077731639146891,1.088748834462,-0.00441874989173115,"trend.l6",16.1522237307806,5.84499067588506e-05,10.9513087853126,0.000935375221033596,8.10593528373871,0.776798050729167,12,6.26402135919627,0.902192100554063,8.84948246680985,"pan_step",0.0247668456303067,0.000499253650278693,0.00843850455479636,0.117832306647188
"A_common_censusIC","SeaFreight","Total_Inventories","za_step","crisis;pan_step","","trend","SBC",2,252,FALSE,2,1,0,0,FALSE,1,"estimated at r = 1",-0.0344033041420684,-2.64578535115355,0.0087051708665811,"***",-0.0600219005969441,-0.00878470768719259,-0.0112052263545996,-3.21145643366633,0.00150689823746409,"***",-0.0180795248281344,-0.00433092788106487,1.56223786648465,-0.00488095738263642,"trend.l2",2.05573938387374,0.151633631034416,2.99309959155079,0.0836199695335641,10.647901104078,0.559309963383638,12,15.4743993169118,0.216512017954811,19.799096393199,"pan_step",0.0168818216434366,0.028766516556898,0.000323019347202474,0.950815501341993
