"run","Model","ic_series","dummies","ecdet","lag_rule","K","cv_valid","test","hypothesis","statistic","cv_10pct","cv_5pct","cv_1pct","reject_5pct"
"A_common_censusIC","Airfreight","Total_Inventories","za_series","none","AIC",5,FALSE,"eigen","r <= 1",0.586772229188977,6.5,8.18,11.65,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","none","SBC",2,FALSE,"trace","r = 0",16.4172080210553,15.66,17.95,23.52,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","none","SBC",2,FALSE,"trace","r <= 1",1.555430082222,6.5,8.18,11.65,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","none","SBC",2,FALSE,"eigen","r = 0",14.8617779388333,12.91,14.9,19.19,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","none","SBC",2,FALSE,"eigen","r <= 1",1.555430082222,6.5,8.18,11.65,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","AIC",5,FALSE,"trace","r = 0",16.8144753454646,17.85,19.96,24.6,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","AIC",5,FALSE,"trace","r <= 1",5.37809901618987,7.52,9.24,12.97,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","AIC",5,FALSE,"eigen","r = 0",11.4363763292747,13.75,15.67,20.2,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","AIC",5,FALSE,"eigen","r <= 1",5.37809901618987,7.52,9.24,12.97,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","SBC",2,FALSE,"trace","r = 0",29.6121051493217,17.85,19.96,24.6,TRUE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","SBC",2,FALSE,"trace","r <= 1",7.80690594435424,7.52,9.24,12.97,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","SBC",2,FALSE,"eigen","r = 0",21.8051992049675,13.75,15.67,20.2,TRUE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","const","SBC",2,FALSE,"eigen","r <= 1",7.80690594435424,7.52,9.24,12.97,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","AIC",5,FALSE,"trace","r = 0",32.5154045336237,22.76,25.32,30.45,TRUE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","AIC",5,FALSE,"trace","r <= 1",8.32002353053552,10.49,12.25,16.26,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","AIC",5,FALSE,"eigen","r = 0",24.1953810030882,16.85,18.96,23.65,TRUE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","AIC",5,FALSE,"eigen","r <= 1",8.32002353053552,10.49,12.25,16.26,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","SBC",2,FALSE,"trace","r = 0",37.0778181149796,22.76,25.32,30.45,TRUE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","SBC",2,FALSE,"trace","r <= 1",10.5291974335617,10.49,12.25,16.26,FALSE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","SBC",2,FALSE,"eigen","r = 0",26.5486206814179,16.85,18.96,23.65,TRUE
"A_common_censusIC","Airfreight","Total_Inventories","za_series","trend","SBC",2,FALSE,"eigen","r <= 1",10.5291974335617,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","AIC",6,TRUE,"trace","r = 0",7.93811460600268,15.66,17.95,23.52,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","AIC",6,TRUE,"trace","r <= 1",1.8628786320075,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","AIC",6,TRUE,"eigen","r = 0",6.07523597399518,12.91,14.9,19.19,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","AIC",6,TRUE,"eigen","r <= 1",1.8628786320075,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","SBC",4,TRUE,"trace","r = 0",8.52542261753057,15.66,17.95,23.52,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","SBC",4,TRUE,"trace","r <= 1",0.91940484076182,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","SBC",4,TRUE,"eigen","r = 0",7.60601777676875,12.91,14.9,19.19,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","none","SBC",4,TRUE,"eigen","r <= 1",0.91940484076182,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","AIC",6,TRUE,"trace","r = 0",13.4471740518666,17.85,19.96,24.6,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","AIC",6,TRUE,"trace","r <= 1",5.77152290777994,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","AIC",6,TRUE,"eigen","r = 0",7.67565114408668,13.75,15.67,20.2,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","AIC",6,TRUE,"eigen","r <= 1",5.77152290777994,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","SBC",4,TRUE,"trace","r = 0",15.5665615986116,17.85,19.96,24.6,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","SBC",4,TRUE,"trace","r <= 1",5.58792284686706,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","SBC",4,TRUE,"eigen","r = 0",9.9786387517445,13.75,15.67,20.2,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","const","SBC",4,TRUE,"eigen","r <= 1",5.58792284686704,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","AIC",6,TRUE,"trace","r = 0",24.8257199479245,22.76,25.32,30.45,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","AIC",6,TRUE,"trace","r <= 1",5.39465511095885,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","AIC",6,TRUE,"eigen","r = 0",19.4310648369657,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","AIC",6,TRUE,"eigen","r <= 1",5.39465511095885,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","SBC",4,TRUE,"trace","r = 0",25.2864017491641,22.76,25.32,30.45,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","SBC",4,TRUE,"trace","r <= 1",4.64617713167524,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","SBC",4,TRUE,"eigen","r = 0",20.6402246174889,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","none","trend","SBC",4,TRUE,"eigen","r <= 1",4.64617713167524,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","AIC",6,FALSE,"trace","r = 0",6.29460508400514,15.66,17.95,23.52,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","AIC",6,FALSE,"trace","r <= 1",2.73655739591209,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","AIC",6,FALSE,"eigen","r = 0",3.55804768809304,12.91,14.9,19.19,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","AIC",6,FALSE,"eigen","r <= 1",2.73655739591209,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","SBC",4,FALSE,"trace","r = 0",8.07621819159436,15.66,17.95,23.52,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","SBC",4,FALSE,"trace","r <= 1",2.0272811567975,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","SBC",4,FALSE,"eigen","r = 0",6.04893703479687,12.91,14.9,19.19,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","none","SBC",4,FALSE,"eigen","r <= 1",2.0272811567975,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","AIC",6,FALSE,"trace","r = 0",11.2278707416773,17.85,19.96,24.6,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","AIC",6,FALSE,"trace","r <= 1",3.33670543447344,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","AIC",6,FALSE,"eigen","r = 0",7.89116530720382,13.75,15.67,20.2,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","AIC",6,FALSE,"eigen","r <= 1",3.33670543447342,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","SBC",4,FALSE,"trace","r = 0",13.3780430312331,17.85,19.96,24.6,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","SBC",4,FALSE,"trace","r <= 1",5.7987132282187,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","SBC",4,FALSE,"eigen","r = 0",7.57932980301442,13.75,15.67,20.2,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","const","SBC",4,FALSE,"eigen","r <= 1",5.7987132282187,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","AIC",6,FALSE,"trace","r = 0",22.9430927406292,22.76,25.32,30.45,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","AIC",6,FALSE,"trace","r <= 1",3.2322835113682,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","AIC",6,FALSE,"eigen","r = 0",19.710809229261,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","AIC",6,FALSE,"eigen","r <= 1",3.2322835113682,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","SBC",4,FALSE,"trace","r = 0",24.8764681639845,22.76,25.32,30.45,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","SBC",4,FALSE,"trace","r <= 1",3.23164754073169,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","SBC",4,FALSE,"eigen","r = 0",21.6448206232528,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","orig","trend","SBC",4,FALSE,"eigen","r <= 1",3.23164754073169,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","AIC",7,FALSE,"trace","r = 0",43.0887118205767,15.66,17.95,23.52,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","AIC",7,FALSE,"trace","r <= 1",1.05487401597987,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","AIC",7,FALSE,"eigen","r = 0",42.0338378045968,12.91,14.9,19.19,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","AIC",7,FALSE,"eigen","r <= 1",1.05487401597987,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","SBC",4,FALSE,"trace","r = 0",54.8981313765772,15.66,17.95,23.52,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","SBC",4,FALSE,"trace","r <= 1",0.800135889247458,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","SBC",4,FALSE,"eigen","r = 0",54.0979954873298,12.91,14.9,19.19,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","none","SBC",4,FALSE,"eigen","r <= 1",0.800135889247458,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","AIC",7,FALSE,"trace","r = 0",49.1934659930057,17.85,19.96,24.6,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","AIC",7,FALSE,"trace","r <= 1",7.0778974312827,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","AIC",7,FALSE,"eigen","r = 0",42.115568561723,13.75,15.67,20.2,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","AIC",7,FALSE,"eigen","r <= 1",7.07789743128274,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","SBC",4,FALSE,"trace","r = 0",61.6219985325258,17.85,19.96,24.6,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","SBC",4,FALSE,"trace","r <= 1",7.17886247864133,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","SBC",4,FALSE,"eigen","r = 0",54.4431360538845,13.75,15.67,20.2,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","const","SBC",4,FALSE,"eigen","r <= 1",7.17886247864137,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","AIC",7,FALSE,"trace","r = 0",67.9477293163663,22.76,25.32,30.45,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","AIC",7,FALSE,"trace","r <= 1",21.7955976648482,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","AIC",7,FALSE,"eigen","r = 0",46.1521316515181,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","AIC",7,FALSE,"eigen","r <= 1",21.7955976648482,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","SBC",4,FALSE,"trace","r = 0",69.3689229652876,22.76,25.32,30.45,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","SBC",4,FALSE,"trace","r <= 1",15.2545192756382,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","SBC",4,FALSE,"eigen","r = 0",54.1144036896493,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_step","trend","SBC",4,FALSE,"eigen","r <= 1",15.2545192756382,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","AIC",11,FALSE,"trace","r = 0",10.6731636421659,15.66,17.95,23.52,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","AIC",11,FALSE,"trace","r <= 1",0.00129041931711142,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","AIC",11,FALSE,"eigen","r = 0",10.6718732228488,12.91,14.9,19.19,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","AIC",11,FALSE,"eigen","r <= 1",0.00129041931711142,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","SBC",4,FALSE,"trace","r = 0",18.2167066459614,15.66,17.95,23.52,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","SBC",4,FALSE,"trace","r <= 1",1.00162277952322,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","SBC",4,FALSE,"eigen","r = 0",17.2150838664382,12.91,14.9,19.19,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","none","SBC",4,FALSE,"eigen","r <= 1",1.00162277952322,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","AIC",11,FALSE,"trace","r = 0",21.3192196303748,17.85,19.96,24.6,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","AIC",11,FALSE,"trace","r <= 1",6.22918267066907,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","AIC",11,FALSE,"eigen","r = 0",15.0900369597057,13.75,15.67,20.2,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","AIC",11,FALSE,"eigen","r <= 1",6.22918267066907,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","SBC",4,FALSE,"trace","r = 0",26.7518516886489,17.85,19.96,24.6,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","SBC",4,FALSE,"trace","r <= 1",5.21452086689497,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","SBC",4,FALSE,"eigen","r = 0",21.5373308217539,13.75,15.67,20.2,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","const","SBC",4,FALSE,"eigen","r <= 1",5.21452086689497,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","AIC",11,FALSE,"trace","r = 0",20.9817354411973,22.76,25.32,30.45,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","AIC",11,FALSE,"trace","r <= 1",5.79062548947964,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","AIC",11,FALSE,"eigen","r = 0",15.1911099517177,16.85,18.96,23.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","AIC",11,FALSE,"eigen","r <= 1",5.79062548947964,10.49,12.25,16.26,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","SBC",4,FALSE,"trace","r = 0",31.6762283992356,22.76,25.32,30.45,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","SBC",4,FALSE,"trace","r <= 1",13.2105402425857,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","SBC",4,FALSE,"eigen","r = 0",18.4656881566499,16.85,18.96,23.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_window","trend","SBC",4,FALSE,"eigen","r <= 1",13.2105402425857,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","AIC",6,FALSE,"trace","r = 0",61.7902426236062,15.66,17.95,23.52,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","AIC",6,FALSE,"trace","r <= 1",1.40433040386611,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","AIC",6,FALSE,"eigen","r = 0",60.3859122197401,12.91,14.9,19.19,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","AIC",6,FALSE,"eigen","r <= 1",1.40433040386611,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","SBC",4,FALSE,"trace","r = 0",75.9197028760935,15.66,17.95,23.52,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","SBC",4,FALSE,"trace","r <= 1",1.49347384126395,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","SBC",4,FALSE,"eigen","r = 0",74.4262290348295,12.91,14.9,19.19,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","none","SBC",4,FALSE,"eigen","r <= 1",1.49347384126395,6.5,8.18,11.65,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","AIC",6,FALSE,"trace","r = 0",67.8594618822144,17.85,19.96,24.6,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","AIC",6,FALSE,"trace","r <= 1",7.43578354150273,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","AIC",6,FALSE,"eigen","r = 0",60.4236783407116,13.75,15.67,20.2,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","AIC",6,FALSE,"eigen","r <= 1",7.43578354150271,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","SBC",4,FALSE,"trace","r = 0",82.3191133672168,17.85,19.96,24.6,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","SBC",4,FALSE,"trace","r <= 1",7.05282918889081,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","SBC",4,FALSE,"eigen","r = 0",75.266284178326,13.75,15.67,20.2,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","const","SBC",4,FALSE,"eigen","r <= 1",7.05282918889075,7.52,9.24,12.97,FALSE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","AIC",6,FALSE,"trace","r = 0",88.512771881742,22.76,25.32,30.45,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","AIC",6,FALSE,"trace","r <= 1",18.0151266754589,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","AIC",6,FALSE,"eigen","r = 0",70.4976452062831,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","AIC",6,FALSE,"eigen","r <= 1",18.0151266754589,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","SBC",4,FALSE,"trace","r = 0",97.850331634362,22.76,25.32,30.45,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","SBC",4,FALSE,"trace","r <= 1",18.2716810004269,10.49,12.25,16.26,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","SBC",4,FALSE,"eigen","r = 0",79.578650633935,16.85,18.96,23.65,TRUE
"B_common_whseconstr","LTL","Warehouse_Construction","za_series","trend","SBC",4,FALSE,"eigen","r <= 1",18.2716810004269,10.49,12.25,16.26,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","AIC",10,TRUE,"trace","r = 0",9.3365822764922,15.66,17.95,23.52,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","AIC",10,TRUE,"trace","r <= 1",0.0591198504036848,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","AIC",10,TRUE,"eigen","r = 0",9.27746242608852,12.91,14.9,19.19,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","AIC",10,TRUE,"eigen","r <= 1",0.0591198504036848,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","SBC",4,TRUE,"trace","r = 0",22.8729316477375,15.66,17.95,23.52,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","SBC",4,TRUE,"trace","r <= 1",0.810902800638569,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","SBC",4,TRUE,"eigen","r = 0",22.062028847099,12.91,14.9,19.19,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","none","SBC",4,TRUE,"eigen","r <= 1",0.810902800638569,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","AIC",10,TRUE,"trace","r = 0",14.558980444531,17.85,19.96,24.6,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","AIC",10,TRUE,"trace","r <= 1",3.79059056854635,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","AIC",10,TRUE,"eigen","r = 0",10.7683898759847,13.75,15.67,20.2,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","AIC",10,TRUE,"eigen","r <= 1",3.79059056854635,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","SBC",4,TRUE,"trace","r = 0",27.3629963955992,17.85,19.96,24.6,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","SBC",4,TRUE,"trace","r <= 1",3.08304497587575,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","SBC",4,TRUE,"eigen","r = 0",24.2799514197234,13.75,15.67,20.2,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","const","SBC",4,TRUE,"eigen","r <= 1",3.08304497587575,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","AIC",10,TRUE,"trace","r = 0",17.2173287756256,22.76,25.32,30.45,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","AIC",10,TRUE,"trace","r <= 1",4.01310998205363,10.49,12.25,16.26,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","AIC",10,TRUE,"eigen","r = 0",13.204218793572,16.85,18.96,23.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","AIC",10,TRUE,"eigen","r <= 1",4.01310998205363,10.49,12.25,16.26,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","SBC",4,TRUE,"trace","r = 0",31.4119675262047,22.76,25.32,30.45,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","SBC",4,TRUE,"trace","r <= 1",7.38883510161685,10.49,12.25,16.26,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","SBC",4,TRUE,"eigen","r = 0",24.0231324245878,16.85,18.96,23.65,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","none","trend","SBC",4,TRUE,"eigen","r <= 1",7.38883510161685,10.49,12.25,16.26,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","AIC",10,FALSE,"trace","r = 0",9.93313954898714,15.66,17.95,23.52,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","AIC",10,FALSE,"trace","r <= 1",0.464516194548832,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","AIC",10,FALSE,"eigen","r = 0",9.46862335443831,12.91,14.9,19.19,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","AIC",10,FALSE,"eigen","r <= 1",0.464516194548832,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","SBC",4,FALSE,"trace","r = 0",25.0123090806764,15.66,17.95,23.52,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","SBC",4,FALSE,"trace","r <= 1",2.53071529441095,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","SBC",4,FALSE,"eigen","r = 0",22.4815937862655,12.91,14.9,19.19,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","none","SBC",4,FALSE,"eigen","r <= 1",2.53071529441095,6.5,8.18,11.65,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","AIC",10,FALSE,"trace","r = 0",13.2890638601753,17.85,19.96,24.6,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","AIC",10,FALSE,"trace","r <= 1",3.01764400245826,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","AIC",10,FALSE,"eigen","r = 0",10.2714198577171,13.75,15.67,20.2,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","AIC",10,FALSE,"eigen","r <= 1",3.01764400245826,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","SBC",4,FALSE,"trace","r = 0",27.0018642601091,17.85,19.96,24.6,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","SBC",4,FALSE,"trace","r <= 1",3.64704565529165,7.52,9.24,12.97,FALSE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","SBC",4,FALSE,"eigen","r = 0",23.3548186048175,13.75,15.67,20.2,TRUE
"B_common_whseconstr","Truckload","Warehouse_Construction","orig","const","SBC",4,FALSE,"eigen","r <= 1",3.64704565529165,7.52,9.24,12.97,FALSE
